R&D Spend,Administration,Marketing Spend,State,Profit
73372.30582132134,153818.32368804482,111016.67499946426,New York,97338.99454852169
61132.250902367436,130397.24831028613,44564.73121827313,California,95826.10282244203
581.0830198096619,118033.84466642392,45163.75383876953,California,14684.813891123546
101760.50684290928,111048.52429141234,229456.65934597753,Florida,147845.90800545216
92.50232112913842,134283.16801751815,1319.8142722871942,California,42911.154213911504
0.0,52897.732968154836,3204.9426231137923,New York,35346.245924114024
41735.069476331446,157582.47578409896,211577.29307548242,California,94974.61823538713
61947.823019979885,180686.93699681028,115792.93250887416,Florida,103574.55411748635
16705.951357730126,129175.70593238669,39345.87030711303,New York,70090.34310389722
71090.89275965998,127082.80076748847,333599.96339286154,New York,105600.01748258893
72906.94860305387,127481.5300872137,351722.48156690365,New York,103920.75446538976
1017.0056172805126,117026.64106435294,295024.2655273333,Florida,51084.33261986728
62153.712431920925,131188.5149661108,44119.065519958895,California,95611.59635982873
854.3462412656373,117246.0899913872,290681.87174881843,Florida,46413.838879218354
71233.87591975338,128500.19653055366,343101.68014207785,New York,108504.94055727488
95300.86810410148,127237.38985604618,242260.79707131666,Florida,140401.82813390545
104967.07154518434,89386.98284106544,262111.6992748677,California,142551.82648429912
36470.45231337826,81532.56951813438,175595.3940377228,California,81010.21505168057
1985.099199430932,117082.00282089098,284413.17624835676,Florida,53454.86272462223
56383.415254971886,99297.38703026291,204483.0123365563,Florida,100736.66589891956
133204.87884608295,100042.66861624643,369406.3359542317,New York,155852.36483996868
450.88887938923074,115087.02902642533,292561.31148884224,Florida,51084.25733388839
115903.89523865233,122429.1275960015,259466.2071529277,New York,128936.25879271688
28753.7994437179,118153.02692155109,162769.78217812267,California,80490.21152444239
87702.46179313093,155435.80039337013,5259.364871399157,New York,123545.5067996007
103997.88892445262,107930.49018817469,218159.6147762485,Florida,148198.67806209985
3034.8749101464145,126734.77457027946,0.0,New York,63394.78117372322
64070.68328329213,183074.16246266753,124004.6291444944,Florida,104290.80611968364
88927.86200213629,132674.99725382973,245462.91970181116,California,130599.24201287402
68327.95501071542,139404.54897582144,140127.83566110063,California,104637.34822849471
62946.11747878652,128830.2783228852,37995.77362564046,California,96590.42903415664
78630.25905308567,142310.1827829961,128204.42702332887,Florida,106802.21436209345
740.7262975753972,138198.86236719406,8614.718080055813,California,40548.49132230976
128075.98167166798,145144.28083133267,324323.76632619207,Florida,155125.51161728147
119803.45052088184,148442.19152507393,305874.1921528488,New York,150121.36364923546
587.7241629909261,118847.20138259424,38571.99762951706,California,14424.641761375797
44959.11573173227,158222.09651730655,224411.88297953116,California,96584.13416909463
58958.29827020142,151938.7009044013,101471.88094477606,New York,96634.98706631965
0.0,125494.34453136892,0.0,New York,65720.2403610637
22345.51369251893,156761.28207764955,26332.130703935996,California,62745.685857035256
120277.42858538982,148695.77711443746,298521.7846548251,New York,153784.4615262968
132948.13060176608,143865.65895118585,122192.53687999894,California,157603.09959535865
54878.89591044018,103252.09014517437,227769.70504175458,Florida,92496.55288910579
27292.95744867084,119353.19804677354,161491.86654694178,California,77939.93500563827
65537.55442585792,182166.69313039293,107916.36770240712,Florida,101665.44480505896
161661.4309811138,148179.30826667757,439349.7149495036,California,193291.51228786662
59629.48076655535,152833.38976139497,95269.09651808445,New York,99712.00947970856
24543.05418825469,87204.50926707548,169142.25263084247,Florida,76538.78295272878
0.0,114849.89063015401,302035.2179637703,Florida,48172.191059280565
113015.55124423401,119412.36864710352,266552.67496495513,New York,127263.36627064322
93735.17219683368,135730.77550236226,245467.75057996713,California,131111.54685379934
139051.7247109787,92899.2748173483,368496.9280978589,Florida,167670.4618783555
78273.02489396349,96589.19662514159,145761.43773724258,New York,104220.23767787009
38759.53173295864,84970.26528124977,164449.12192060438,California,85163.66963067619
53586.1881739234,100569.2927435844,224646.32747172329,Florida,95604.27907102101
137669.5108099416,148848.17829916306,132403.99511273523,California,154635.69023154487
87723.53274680064,155362.07480715134,303004.4034771412,New York,109874.8516213385
119345.88766989729,157657.95377849686,250328.38940024877,Florida,131764.80566882677
0.0,51566.75689903293,0.0,New York,36386.83149664685
94925.2369496014,90575.85335127167,250027.73755388637,California,144939.51705565662
76627.91495952314,146737.02432157384,122401.18998769231,Florida,108157.8168125223
142500.93559085386,121442.74487959438,379474.3353457709,New York,178116.2440103517
80548.210648087,121513.65562172724,300323.15108497976,Florida,110165.93573624571
124919.06329690192,107659.40232238117,311101.67523735046,California,151875.4529591184
63503.86639562952,179790.3520659329,134230.5812121359,Florida,98787.52623006782
73822.39048018599,142538.5614300227,132478.77507828243,Florida,106926.54170287946
59025.03731420838,129313.55537348261,43888.93071012751,California,103325.41813654643
76473.03037214035,121762.98447828485,267911.6276702659,California,124312.53486355883
26244.127828058674,155919.77938812829,28629.111821759758,California,66605.72395569821
21767.8651449829,66583.4225492849,189561.49076282466,New York,80297.19369907051
63451.66890571116,117673.70301982627,105569.86427816952,Florida,101322.4699291958
53916.009035587645,98191.45587843686,223597.31473161755,Florida,95230.27811412704
74827.67345512153,121181.08430422953,310303.68848553544,Florida,110231.01085566191
30188.28263923203,87183.80532283241,172961.61690582713,Florida,78559.54887186196
126682.88746701325,143937.02624758234,133716.94250054046,California,156237.1908203497
106461.95136588412,89885.76565546918,251959.51427208012,California,143994.42694514766
96479.11422840167,125552.78677849742,257213.48131159716,Florida,141606.52709790348
57834.158830464046,156136.69597415777,89064.076277274,New York,100891.81895849273
103888.0455151456,109410.73669040122,223914.89967300286,Florida,148610.0087869232
0.0,115179.77285006318,302431.5290453077,Florida,52449.92530790885
117374.50301190656,155472.54192888353,268991.3153311831,Florida,130753.71031781024
133691.3227706398,146518.07640489144,133922.45906456732,California,151089.20529732158
65396.832580050264,150423.79851620842,110422.22726402829,New York,101139.61388297539
0.0,53270.12914149247,1739.3664968087153,New York,37383.77026305183
120484.49625576902,123854.77976859135,262995.3559000523,New York,125561.75297892652
939.381799851514,117530.09077711741,284321.86487855244,Florida,51015.43435536917
44993.85378340592,156524.63185463214,211705.7358696279,California,96291.75491054035
29735.12704412782,116527.88857350776,169710.12042472747,California,84116.80259590704
63575.92030959662,184401.89466846496,113296.4475146924,Florida,101857.74778441511
132735.06081385489,96580.49912669751,370313.226912328,New York,157744.7251135351
132857.41489243665,101172.78491780852,364438.7965056452,New York,160444.32013175724
71538.30771857279,129276.72264387968,352912.57484168233,New York,99914.59969028618
5813.036289529424,49856.066602783125,6745.778057729474,New York,33447.06015732213
118168.75888768779,155813.08741066558,263054.30137898016,Florida,132085.68146367592
2519.7693981816774,125163.66136920163,0.0,New York,64444.66327405781
77580.6894759111,121734.72173851068,299227.3740188033,Florida,109666.69161986027
63360.413770453015,151711.01314621593,107559.86776664971,New York,101027.3457669432
84825.09720209509,153959.81414104745,6045.656961644505,New York,124633.14081325811
122158.05465905154,108035.75726944003,291497.0029640384,California,150724.49516207777
116472.78853712721,148550.99405699983,321636.8115394383,New York,148314.11439736316
38459.11516537274,80982.76419368273,173423.60878975442,California,78246.76105119691
160249.56783034868,149926.47013417835,444360.10498733766,California,188172.8999242163
24837.999385907387,156360.7588670916,38087.92530744555,California,64695.292379713326
55165.209520159624,105151.7384276351,214285.64042707343,Florida,95411.07468052472
75152.72952214797,114189.53116796694,288766.7128397868,California,116853.14491947202
71999.59071886937,127886.61158401183,337934.46769441053,New York,106773.16985736316
106564.6342021563,110611.43714687087,237735.95503637416,Florida,144931.7044575815
65067.46351704148,153873.78369197296,117339.54913293214,New York,101126.95573180565
75937.9923591225,120073.6647410163,267207.2062905943,California,129727.79690708456
151362.5520154572,102091.72637842358,404742.8365710201,Florida,189080.44266216364
136729.51131099454,90670.37027914458,357593.7224881956,Florida,163331.23765800276
75593.92969330032,113986.23599112578,289547.3991032671,California,118326.73987405175
124356.17125405106,110402.53160633065,304106.8182616833,California,147632.27557312723
46928.97653351059,82624.29627137468,194283.87887006186,New York,97933.78229183854
77923.94745555318,156466.3630615828,294912.88269466744,New York,110806.86949611477
105059.29170860436,95571.1557527026,260513.2537430325,California,146398.79485430443
31606.173768623008,81643.29428854525,158161.41509662863,Florida,76113.90950930369
69638.2832866251,181914.9119741741,130561.9588462182,Florida,98268.93597245036
74768.85688792935,119194.00897854056,267205.72550438426,California,124586.27116783723
61335.60075224342,114743.70974978279,92342.78069102863,Florida,96277.24238023294
64594.569122113724,105113.79088062124,308729.38386423624,Florida,105768.15308313782
119208.42236165378,156251.2699631679,259229.1421590847,Florida,131543.02132138624
74714.15559858696,128591.25128116968,350112.6892634045,New York,103843.61380356121
164273.66963195035,150553.14321171187,444605.44691851165,California,193408.56854927426
29628.205371252996,118564.4424658706,173161.55535162392,California,74490.31445632891
37937.48829572045,81802.95751217731,168872.9018652134,California,82647.58591258615
147299.01515416044,116543.87708842117,379604.48510703817,New York,184188.7211109979
165077.19969180424,151853.1330480888,439865.6493915353,California,194064.06873209288
31672.9789055456,115026.66471092716,154660.83217757076,California,79532.47873257459
72649.22416295082,98467.63958881186,137817.3843907017,New York,108562.40986090498
1221.0638697104819,135245.1070720466,14776.322346703968,California,40948.888926992215
67205.18076954669,179063.58030222807,130956.98416586865,Florida,103675.2258109757
72602.30012426521,115342.96877884988,307994.55468986,California,116686.81862582099
61323.07970522378,115653.06786165995,95724.40167933304,Florida,103705.97389596199
116504.73286551301,124289.27699737101,273410.4285493837,New York,131503.3586662632
42610.692643411065,82811.98837450384,182822.64691402685,California,86768.34226668502
27860.52307930119,119387.3750797511,173760.09571515172,California,81758.35100317546
125484.00249680894,109942.40209919376,301392.2429263503,California,149338.3212836865
0.0,51820.351423738015,0.0,New York,38736.44880837538
60061.77137215414,108109.80145512405,214233.47065709534,Florida,100763.75583963293
67212.17790960963,137971.32483486,138342.78934041943,California,107938.1345578869
66052.30436637311,155462.06176672547,106855.89843492051,New York,101087.25648774969
101683.17055960071,108756.38989139718,235457.9086728771,Florida,148028.07056214538
27496.155146153465,128637.26595313416,207529.6397952154,Florida,91295.66438166161
2252.791690647664,114777.01478792963,289462.7213256551,Florida,49978.38804300482
142626.36036764272,88681.1613865304,365917.30447886273,Florida,168937.75081352252
63530.07221969715,117820.77387854207,92859.71815251703,Florida,101388.25938837207
19033.794073990917,127311.35474467181,22371.398682623898,New York,73055.97413414237
162563.47987338965,137660.8619793271,474559.98537876294,New York,190274.27862337595
47910.261816761864,157609.98325131083,210481.39478540537,California,96089.92091306961
55513.8358116342,99740.77238616842,208853.40837466615,Florida,97767.3165871402
140574.88267699777,150564.76365365647,126391.57392320168,California,154204.71802138377
79629.16888406708,146765.86369691085,135450.50350804022,Florida,108185.20234095532
23518.308675945944,154803.18652200617,37303.27865782024,California,65863.5554774706
54738.10558118465,104476.8007945331,222053.6911842398,Florida,98436.07799818918
131642.30173904798,149342.85314368393,128297.03699579238,California,157306.43693891386
2061.8473845445264,113511.39563639076,44335.116436817945,California,14995.694085738154
124168.4320232338,145777.89098100335,311402.40121780196,New York,149353.7346259024
137976.15389225373,149728.94156802044,129504.76087843734,California,153461.0013411217
22858.100801675027,98017.68184656992,148478.87374348493,California,73910.2240583667
17773.28586677688,127896.10174228638,37964.93510705495,New York,70613.70911053814
0.0,115789.65632636848,47369.63195007783,California,14364.256946376005
75426.37729083525,127394.49447673273,362001.29543391115,New York,102608.79242950279
65011.155724064585,137954.8914000713,141590.3479787464,California,108952.26582821542
98180.86308942368,145685.6552377168,273304.7407109844,New York,122432.98581115478
64868.683221950116,182749.14607654832,121358.22438791944,Florida,107036.75728806177
29685.7041609314,125338.63315878477,212809.75813101116,Florida,90387.34084045894
60427.93905702756,153542.0545336616,96999.63443169894,New York,95344.81811268118
15708.52917020371,124926.81323903962,37481.48034547641,New York,67651.33395082883
0.0,51743.20804931667,113.76873196889574,New York,38047.93272568313
35130.53686911371,81476.98919348145,180658.54227557094,California,82833.76623351758
1037.3377716848647,53435.827784588044,5505.643847405853,New York,40218.00941931349
1282.4184713272482,125414.28237198186,13467.396096125314,New York,60725.174042192426
17041.27349021896,64627.29940588173,182164.43127077393,New York,78255.96229248964
77206.46474613607,101372.43002668787,138967.18249418735,New York,107235.11050912415
123438.06017984562,107009.21329545924,318560.237712455,California,146710.35768385197
130340.6367257993,99017.02307406727,360854.9449457353,New York,158732.663403701
79303.24702757469,144976.14410650462,131281.60190103317,Florida,106953.1329337571
37599.8881773158,83230.59878117079,170734.75480062902,California,75903.35821093732
65534.24626216165,139926.82921460553,155215.4237974251,California,105226.77434085916
142306.8364227371,91917.06594719362,360406.1668786879,Florida,167623.41884863056
66754.41127889085,179594.24167652076,123470.36383338839,Florida,105019.90598031177
138865.1653215516,148561.85586768098,116197.46613030786,California,153642.37717281343
93989.19754123599,136815.0099226446,244610.01009302362,California,136434.38056568216
20682.315446799912,65292.26331640325,187619.52800967288,New York,80690.18652984977
89337.42537254893,153635.9456423043,6385.439959702631,New York,123189.59195162312
87354.83333174474,112849.58659225507,293046.94765659684,Florida,122455.7963623142
82504.69851715793,122453.4960420741,249086.4438313628,California,123480.02260355369
85752.62762978797,154369.39548946114,8211.44194622562,New York,123362.62490342748
119619.94431557656,147532.51320898996,308521.02529585984,New York,150009.98526629643
44129.69020155672,84250.96313964948,198864.47565974318,New York,96423.36929099528
1415.4870263667854,134755.29804667624,8281.672579517177,California,40241.381286324744
48158.64366835448,87810.97524517708,212178.34387075368,New York,93070.02165956605
121149.05852295728,148289.7815289074,306265.9200249817,New York,150350.36332377547
89129.20943832281,136443.27123377347,256356.8636252434,California,137300.25709028478
27610.787015304042,84829.73133709881,165023.8411129317,Florida,77544.60166958351
16779.33752084268,128901.64340045484,33827.98661574024,New York,69129.86731340497
67803.9471706349,104103.46288355913,305899.89392236626,Florida,111344.21547687387
31150.060926678598,115957.01969391365,171125.88234712722,California,79574.76819809395
66310.9376253829,138531.06722952655,142223.7603512466,California,110633.03360936622
95220.40501585323,145336.80018473972,293618.9710871533,New York,126699.53202644427
27239.357927983223,127544.45748696619,190243.46725729902,Florida,88124.83462342834
61147.69530815125,115628.67828900558,94501.6231587469,Florida,100690.0013355685
44782.678443824836,49931.69369105618,194627.23287272247,California,89238.85465004042
63300.41322690715,183255.57887817963,121677.79696611491,Florida,104311.49436711051
77390.40567243593,114727.0411325791,287613.06467002543,California,118739.63555260126
114330.34807554411,121946.1580991576,267903.6608799226,New York,130341.45244833858
95415.91288006397,115543.95229670142,290819.82074288774,Florida,124800.94308978399
0.0,114834.264499516,39801.73464243985,California,15513.03673243634
20278.17875365121,65431.50114723131,194438.62548036096,New York,81102.6276174039
94798.83987581788,128547.47137547626,255651.67087839078,Florida,143686.31589055396
1213.9677151528801,137241.97833717425,1025.6614143564993,California,47145.60206261006
124950.01670338154,109428.50107432819,294760.0758846192,California,150432.26855079862
94618.74643857189,145689.70205135725,289139.66173685534,New York,126566.83330628175
93618.32145518326,126627.11228970575,255119.4619328043,Florida,135923.1817151629
111417.9972733868,122370.17487366743,260236.23587191867,New York,129906.63239917143
151873.15359280075,99718.12195008778,409295.84948768554,Florida,188879.51392491686
138901.49988609392,150611.1557505844,131501.17606648259,California,155057.41750445758
0.0,117855.3392725691,41206.22328662161,California,14676.832832468841
128229.44481510292,106958.19215497858,308784.33943074447,California,146725.62247380646
133233.36763943834,145289.47608749525,132812.43697980605,California,152236.11158112454
85367.71402227019,153988.39039079603,0.0,New York,122738.86665558402
161162.31876878373,135335.97192295332,478219.29654042795,New York,192490.8200567145
44207.85311899335,87204.28661220885,209168.68936553903,New York,96405.6893321889
0.0,48762.60799664089,186.51226759658616,New York,36120.80733287522
36473.40803452077,82994.91267707138,164570.90083966742,California,78062.40574207091
41227.662907419195,48242.46424905052,197508.37959970394,California,89901.53215309508
139871.77233579848,92481.05191715076,361249.08838520997,Florida,164190.38907365885
91202.15466312383,146853.73227763173,271491.76671052846,New York,127150.04763374072
73592.60959855662,122029.7505883679,304252.6887320816,Florida,112006.6227423538
16072.483528383696,127956.84210307704,21863.909422114328,New York,68520.89834759806
121921.75211363622,149346.44604711636,303719.8868281481,New York,147170.01353223025
67303.1669632218,156123.50543884526,113630.84550725561,New York,102513.89508636006
16725.217877394425,127597.04356495764,23589.036182581447,New York,72523.18792038308
60713.08227221508,115022.60121736616,91740.15206802331,Florida,100880.98664803557
24461.067165160573,128591.88322744083,196893.82200044196,Florida,92696.35559831579
161356.3415450357,154038.5155295103,447988.8833512253,California,192865.48669143333
47394.485252658415,50167.266771805946,207808.21431582503,California,92534.72805043608
58017.18933116618,130205.44362439541,50867.536883733104,California,102441.15668140772
66338.4075122443,108224.94136791225,307008.0081667907,Florida,108252.08335277524
20935.40504899993,156670.17948926488,20106.704798580067,California,66572.48824589439
333.883418229811,124502.92836215922,2001.393468981241,New York,64591.84822676379
60626.6677376895,115707.84147807134,89364.91076669062,Florida,101362.81744837658
46306.26506593596,51215.090899292096,204066.18803621747,California,90499.97052640238
123661.15207462937,154947.09157455532,250275.34204787007,Florida,134102.72341204036
59827.043529495684,154717.7590093095,92745.11772750059,New York,97088.62601555935
76207.00092952218,112799.81852896269,305466.23261364806,California,115887.95859477343
1326.3066665542688,122498.27067059945,19396.82924516493,New York,63456.71266654147
91002.21214184104,143227.95362467546,292570.6064008715,New York,125770.13324726794
140068.35098921353,91872.13186035052,357521.94455332373,Florida,164993.1412656046
71956.02922205039,141767.552909531,153367.55488409015,Florida,102411.18039789189
72538.87447727378,122315.81007265206,263742.5575831247,California,128337.75685934402
21883.335505881467,154249.98344179447,26744.256753988266,California,63398.01764237365
3187.341049896071,123126.45900386349,5315.513944907886,New York,67242.53892864227
85451.14896292609,152634.6605960141,0.0,New York,127486.10318690023
133243.7818763879,100667.1445994062,363513.80575927504,New York,155188.29299783384
93379.6115551213,115575.76854782322,292638.5498019598,Florida,125129.56189534007
110727.09898116684,122217.58210540432,260598.60845799814,New York,133013.4306763388
25589.350004392294,125530.37398950777,201636.89022303405,Florida,89148.26180965919
78477.3795777457,98867.94573719669,150230.1295041758,New York,112799.22824186966
69306.9834945615,107339.11599875161,294997.81232248957,Florida,105933.5845278915
44362.14029848093,157974.29235063106,216402.042527286,California,93637.09478468237
72408.14666315445,123102.03269972763,308237.9892774317,Florida,110030.55147441062
99527.66226293778,91912.07366361908,245942.97382366587,California,145516.61125031929
143022.1915025403,91517.72555163743,356536.5850841101,Florida,167848.05353089774
24918.97065022048,130711.86624512961,205033.48759534396,Florida,87762.45505031804
72981.2018145948,124598.81565569705,360832.3861726259,New York,106576.0883085496
74306.39630665473,142079.1574897124,138118.58798168626,Florida,104154.81099932853
81013.93175638153,144595.0756395172,140829.6244363759,Florida,102433.26323087625
119073.4793942933,157390.6066838254,258235.58169732316,Florida,134455.08539590228
249.98829331302062,117470.79212722213,38077.00978136194,California,16006.413476880121
130137.84904127975,146047.29602836087,320033.5218351083,Florida,150697.91246062235
13142.456408701933,126878.72388654301,43146.191036061355,New York,70116.23641006349
163884.9406343412,152634.3144747843,441216.09052378143,California,192874.22560000623
37318.10248636882,81171.36693387492,171296.9239984217,California,77923.38696457575
104706.05311837526,92403.91079080534,261264.8387822848,California,151144.7948498126
1122.630420804828,123452.25793670095,12606.054165852624,New York,61228.371358838696
97278.5171390674,133927.5380505235,252662.63439017447,California,133933.49876197052
118786.3405530894,159233.27574471428,261412.81953923398,Florida,133265.8871468432
123307.3713812483,149843.44702720697,325595.63428364357,New York,154539.67405192973
38213.70646684956,82051.39387058315,170174.12114097347,California,80805.94331282197
27870.47562365886,66698.64462903436,193764.71883092713,New York,82353.0551119747
563.0587262061,52170.38446346159,0.0,New York,36025.04643071441
79338.03860831629,96635.64501837413,140034.02283687107,New York,112177.82463870704
139804.26798617403,148747.60449028324,129781.47674614705,California,153033.96443262236
57270.663976892676,101346.87828447603,223278.97944765832,Florida,97294.24151561524
87787.30348662121,113326.99999878075,297974.9218067809,Florida,123627.6544517915
71653.93512569764,130574.37870627263,350246.9635230297,New York,108531.2157601799
139085.66718501685,145448.4127734637,118237.5520306488,California,156715.3350874654
0.0,117648.28972878247,48098.56866111904,California,17446.590025109715
104842.42477702485,90996.81897883625,252395.0030940993,California,145798.79840898793
64320.896448279986,178475.7562019369,134612.6516635105,Florida,99272.47417365666
84226.42585500424,154173.08332928567,0.0,New York,122338.3863972764
91978.98443263245,143950.38298870032,290775.2895171948,New York,122458.6670540789
81619.00141153044,152974.0830925034,0.0,New York,121532.58552067354
919.7910806921545,133107.35586019477,1418.0052407580376,California,44902.46085639532
102817.94539237583,109657.85933232731,242669.86458911435,Florida,147175.80607648674
78098.55942359222,156966.503479728,307204.6576272209,New York,113845.10932922151
1046.0937571914455,116155.15996465966,288348.2917606352,Florida,47708.9004785388
26304.13015788059,84256.54279804054,159365.6381223541,Florida,72292.92898020941
22778.28770493289,155421.00857807478,27412.882267407822,California,62880.77488995113
77709.94213022133,113637.73854806944,293848.3021411427,California,123043.65704402051
20184.078887233205,94464.88984270599,155423.6562551801,California,66460.06754449237
95502.86703818542,114417.71968492537,300015.87402303616,Florida,123683.09344328179
69070.74882345767,153894.5339113806,100355.27633635254,New York,98644.23310863313
124731.20844916909,108101.60412893152,309535.32901462645,California,150104.69963034507
101898.25410688076,113158.59711613423,221714.90054600814,Florida,146016.1764937727
64545.667337870764,129418.86592268871,41580.565645178634,California,96966.46781900295
74585.21427233012,146678.8691503966,123271.34651948472,Florida,108090.67013711632
68547.6096938733,127971.88463673144,350692.6951724747,New York,100063.59302087504
135439.22200791174,145684.20327946727,124625.5836562771,California,154251.17524222936
169698.27473468293,136808.9265162495,476197.9456513439,New York,192221.9315028754
162532.27143798675,151501.92912822342,452394.6835208047,California,188359.28557459416
98065.8700738963,145921.21677961602,284045.52269847604,New York,126110.41630868409
70739.14038194867,121985.72341932527,298137.37897788564,Florida,110709.54371571635
79577.38475245367,115715.70838138259,307170.06674402964,California,119461.07203986576
75732.3494753886,143393.37610893094,139782.44044295343,Florida,109732.51048670517
12320.010954688061,125465.45603476964,27671.610859018496,New York,71640.87285643048
125159.68350832924,109044.06043068427,304917.84956398775,California,147992.06028825245
119515.16971085637,149173.14864110536,309825.05016129377,New York,151306.51612444242
98533.72806259959,92761.46465666546,258280.77746480986,California,140617.72658765662
61101.93617518203,156762.73897621292,88879.62331725923,New York,97701.97151331598
118864.13948550115,111523.74727261865,315130.84025331185,California,147334.12987297858
86785.81686961243,150858.69592439296,1196.3295840113187,New York,120999.20818838516
92138.89627333339,145474.66971347886,267065.9792760609,New York,125908.09824832686
76957.13232951048,99922.18522773977,141707.07356296357,New York,105905.90658861423
71671.2241604327,105196.82220040029,305875.629392901,Florida,107767.61384634313
87284.02674570076,154184.21225483975,0.0,New York,127336.21837513981
34309.79893505093,84914.13395135268,172505.1117506304,California,82369.11022496289
100636.3158095912,111887.65452660595,227243.38309073506,Florida,147352.70884651618
20396.61954262488,154737.81900488594,37302.86337333889,California,64243.775007610224
41655.29461223499,82281.68648717503,173191.3546696929,California,83566.20944153926
43802.24084918755,49253.67977813015,202554.18978864566,California,90505.40162997603
134479.9369934831,146876.88283441306,129230.20640824012,California,154564.50685981085
120438.54193810369,111356.64398762998,313930.33295055834,California,149485.1928831918
0.0,115060.80680240305,41576.02975953313,California,13368.51604427754
125786.55736793885,109257.49787292264,312239.8732578875,California,148454.4585971934
23825.4038847973,119537.32904786269,184540.23968734455,California,78512.90585929692
28288.28494724788,125250.08059241647,193977.31780219203,Florida,89512.6645656553
69329.43422412583,182799.43809260768,116553.31134772647,Florida,104994.87229825652
56125.2618193774,152880.8964750927,77862.58725808261,New York,100801.14308514378
99311.8731738487,86852.49509434662,249272.2184483998,California,142699.13968356917
57644.918886232255,113301.31413200391,86856.59588656304,Florida,99205.85178745819
123212.65535555352,111134.6193887283,302017.6233736839,California,151170.08303868774
90105.06094450835,113758.1997712322,298157.916627216,Florida,124589.92683786647
66967.69824662514,128676.96047753553,41646.6156953538,California,95906.18156593468
43191.18511253339,48823.54017654008,193861.6641379643,California,87969.91049540954
73493.11510210382,120780.10954880237,306570.37721412315,Florida,109513.26936500844
46766.58565890375,158323.71937565814,220382.32252893393,California,97732.1643752769
20981.702932864166,126934.18150293952,28282.152747864322,New York,67091.4565126927
120141.7533775041,106959.14609523896,308946.12122773676,California,153704.6084666624
60848.633513380424,138288.49481330236,135254.63275206063,California,108996.22188280366
74512.37076922975,123438.41016162159,307981.613238011,Florida,113927.13811202292
154106.8652540104,102445.75227763996,403634.8932856445,Florida,187354.07197814406
79704.47793480738,152950.10551667828,296552.9222516867,New York,112717.61037192566
66055.11410374418,151731.40461845478,100359.24046926381,New York,101769.23468007956
131231.47152043594,146751.851849665,325451.0725035646,Florida,154728.16561136526
30940.06997543999,126107.3038047901,205255.4935224791,Florida,93395.62869169305
90440.40073548091,114782.73222209317,287492.2709448561,Florida,125461.27881267958
94450.08747987579,144167.1247501931,259004.659682751,New York,124581.09755981837
97023.09671334663,108825.6888180004,228864.56033170279,Florida,147226.35954811165
62489.34413538694,156455.68371334506,80423.49947682438,New York,99352.18444303681
43491.77150408341,83873.54242279657,212461.61282067734,New York,98215.80319292973
163593.13690734247,137362.0163654008,461532.601053261,New York,194110.2776592589
72512.07545689936,128860.06963843876,363124.81075372023,New York,106077.05325272122
80920.57285998814,145256.6811814658,124732.05739616469,Florida,104408.13867607541
37766.19526630416,84675.95340482055,172483.51411511353,California,81886.02326987806
62832.355299197545,115018.56429527218,93026.58243680595,Florida,104095.88227925416
130847.19642689897,100951.12226131612,367037.544912112,New York,155715.58275225913
69211.5662025868,106462.07190643219,306376.90891965805,Florida,106880.96560500277
68263.65337730295,106323.870388579,311817.2355973291,Florida,108826.17613867778
136072.03445863855,147318.9911770225,118481.44933562039,California,155920.1389311702
142185.27873130064,89598.34550786011,351075.55434924155,Florida,166502.30511709637
49999.7004403297,84168.63663431132,199554.94721762775,New York,96875.32026450775
132296.60588082348,147137.44104540802,114629.00341681261,California,153980.66805332608
89631.64051322377,137948.1457208923,262950.5604669777,California,133193.57055538468
65313.05175884194,185448.1287727302,115274.65587154249,Florida,103454.29550519714
65790.81678620003,129764.94800512356,35633.94599283576,California,100106.76192648284
50845.64594213507,84803.10902873392,203683.502508451,New York,97965.30890805578
25147.78274473614,94497.15204892884,158904.3420721688,California,68898.95111203706
74616.97763020222,143234.92872622865,134192.1526756112,Florida,103349.6942333084
70319.47185525413,151580.42720136474,294023.47133771377,New York,111554.3340164861
32327.945616227007,127928.86651567125,208350.85812478446,Florida,89162.73498203988
130831.5253399676,99398.8587004391,352068.32961377024,New York,154855.34597176345
22875.449031794924,62979.200677249944,187699.58204683303,New York,82939.31929883595
11003.235242493396,128491.95389990754,44267.539907492086,New York,68509.97864126647
80773.2254278899,151113.39635904663,300233.7881991529,New York,111079.79073750193
34.980039297297836,51532.31490934392,3774.9234967629786,New York,37208.02051355683
92618.88452042903,92505.19251422485,252540.0219735985,California,145543.8372543133
29375.56060549185,120010.1623715247,170542.5950364963,California,77558.90769452199
72902.80946238684,145602.78551540064,130821.86173402447,Florida,106600.38946044337
75524.59048437228,155558.47475928816,300362.8398911752,New York,110753.98409294001
98770.2673126902,89901.64291781792,243899.86308930727,California,145741.11312582367
63006.54588146378,136571.273132348,125794.50162585349,California,108999.79483539748
16109.746545128794,130663.09800789645,43871.31944586772,New York,62019.77680564054
44532.817342976,49879.818707201615,182386.58926952464,California,85133.08004507047
54476.714327238304,103042.44381901454,217715.62341003236,Florida,95462.43018413016
12470.549395943268,125825.25164978608,41743.08027326376,New York,68418.0908765592
25505.573931177896,97191.86872718473,162376.36725370743,California,69267.31059141646
73242.59825543415,101435.88125708509,138710.84548416245,New York,113655.57836212087
153616.79859771646,101623.05320762697,403313.98465382715,Florida,190502.68695664825
97719.649152573,90558.57244644316,246086.81294933613,California,146279.0946527432
